algorithm,num,model,param,accuracy,precision,recall,f1,auc
logistic,185,H3H5->H1 50%test,l1_1.623776739188721_saga,0.7078,0.6646,0.5912,0.6257,0.7510
logistic,185,H1H5->H3 50%val,l1_0.23357214690901212_liblinear,0.7981,0.8284,0.8035,0.8157,0.8887
logistic,185,H1H5->H3 50%test,l1_0.23357214690901212_liblinear,0.7927,0.8257,0.7949,0.8100,0.8808
logistic,185,H1H3->H5 50%val,l2_0.08858667904100823_saga,0.8973,0.9032,0.9333,0.9180,0.9345
logistic,185,H1H3->H5 50%test,l2_0.08858667904100823_saga,0.7891,0.8391,0.8111,0.8249,0.8805
logistic,190,H1->self,,0.7043,0.6442,0.6350,0.6370,0.7668
logistic,190,H3->self,,0.8002,0.8471,0.7821,0.8133,0.8869
logistic,190,H5->self,,0.8155,0.8778,0.8167,0.8425,0.9187
logistic,190,H1->H3 50%val,l2_29.763514416313132_liblinear,0.7988,0.8612,0.7609,0.8079,0.8909
logistic,190,H1->H3 50%test,l2_29.763514416313132_liblinear,0.7949,0.8601,0.7539,0.8035,0.8820
logistic,190,H1->H5 50%val,l2_4.281332398719396_saga,0.8288,0.9012,0.8111,0.8538,0.9258
logistic,190,H1->H5 50%test,l2_4.281332398719396_saga,0.7891,0.8642,0.7778,0.8187,0.8715
logistic,190,H3->H1 50%val,l1_1.623776739188721_liblinear,0.7534,0.7160,0.6685,0.6914,0.8162
logistic,190,H3->H1 50%test,l1_1.623776739188721_liblinear,0.7215,0.6879,0.5967,0.6391,0.7524
logistic,190,H3->H5 50%val,l2_0.08858667904100823_saga,0.8767,0.8750,0.9333,0.9032,0.9315
logistic,190,H3->H5 50%test,l2_0.08858667904100823_saga,0.7959,0.8409,0.8222,0.8315,0.8776
logistic,190,H5->H1 50%val,l2_11.288378916846883_saga,0.7192,0.6959,0.5691,0.6261,0.7662
logistic,190,H5->H1 50%test,l2_11.288378916846883_saga,0.6941,0.6715,0.5083,0.5786,0.7289
logistic,190,H5->H3 50%val,l1_11.288378916846883_liblinear,0.7608,0.7623,0.8283,0.7939,0.8396
logistic,190,H5->H3 50%test,l1_11.288378916846883_liblinear,0.7541,0.7578,0.8197,0.7875,0.8327
logistic,190,H3H5->H1 50%val,l1_0.03359818286283781_saga,0.7443,0.6865,0.7017,0.6940,0.8115
logistic,190,H3H5->H1 50%test,l1_0.03359818286283781_saga,0.6872,0.6279,0.5967,0.6119,0.7508
logistic,190,H1H5->H3 50%val,l1_0.23357214690901212_liblinear,0.8008,0.8262,0.8128,0.8195,0.8909
logistic,190,H1H5->H3 50%test,l1_0.23357214690901212_liblinear,0.7954,0.8263,0.8002,0.8130,0.8821
logistic,190,H1H3->H5 50%val,l2_0.08858667904100823_liblinear,0.8904,0.8936,0.9333,0.9130,0.9306
logistic,190,H1H3->H5 50%test,l2_0.08858667904100823_liblinear,0.7959,0.8409,0.8222,0.8315,0.8774
logistic,195,H1->self,,0.7043,0.6438,0.6350,0.6371,0.7640
logistic,195,H3->self,,0.7987,0.8452,0.7811,0.8118,0.8848
logistic,195,H5->self,,0.8155,0.8784,0.8167,0.8419,0.9207
logistic,195,H1->H3 50%val,l2_29.763514416313132_liblinear,0.7992,0.8510,0.7747,0.8111,0.8902
logistic,195,H1->H3 50%test,l2_29.763514416313132_liblinear,0.7909,0.8500,0.7575,0.8011,0.8780
logistic,195,H1->H5 50%val,l2_4.281332398719396_saga,0.8493,0.9146,0.8333,0.8721,0.9284
logistic,195,H1->H5 50%test,l2_4.281332398719396_saga,0.7891,0.8734,0.7667,0.8166,0.8725
logistic,195,H3->H1 50%val,l1_4.281332398719396_liblinear,0.7466,0.7333,0.6077,0.6647,0.8047
logistic,195,H3->H1 50%test,l1_4.281332398719396_liblinear,0.7146,0.7090,0.5249,0.6032,0.7464
logistic,195,H3->H5 50%val,l2_0.08858667904100823_saga,0.8836,0.8842,0.9333,0.9081,0.9331
logistic,195,H3->H5 50%test,l2_0.08858667904100823_saga,0.7959,0.8409,0.8222,0.8315,0.8782
logistic,195,H5->H1 50%val,l2_29.763514416313132_saga,0.7260,0.7194,0.5525,0.6250,0.7626
logistic,195,H5->H1 50%test,l2_29.763514416313132_saga,0.6986,0.6899,0.4917,0.5742,0.7260
logistic,195,H5->H3 50%val,l1_11.288378916846883_liblinear,0.7638,0.7613,0.8380,0.7978,0.8452
logistic,195,H5->H3 50%test,l1_11.288378916846883_liblinear,0.7563,0.7560,0.8294,0.7910,0.8371
logistic,195,H3H5->H1 50%val,l1_1.623776739188721_liblinear,0.7420,0.7179,0.6188,0.6647,0.8069
logistic,195,H3H5->H1 50%test,l1_1.623776739188721_liblinear,0.7169,0.7021,0.5470,0.6149,0.7482
logistic,195,H1H5->H3 50%val,l1_0.23357214690901212_saga,0.8035,0.8255,0.8201,0.8228,0.8914
logistic,195,H1H5->H3 50%test,l1_0.23357214690901212_saga,0.7970,0.8269,0.8030,0.8148,0.8797
logistic,195,H1H3->H5 50%val,l2_0.08858667904100823_liblinear,0.8904,0.8936,0.9333,0.9130,0.9325
logistic,195,H1H3->H5 50%test,l2_0.08858667904100823_liblinear,0.7959,0.8488,0.8111,0.8295,0.8780
logistic,200,H1->self,,0.6986,0.6352,0.6377,0.6335,0.7630
logistic,200,H3->self,,0.7978,0.8442,0.7805,0.8110,0.8839
logistic,200,H5->self,,0.8224,0.8962,0.8111,0.8460,0.9246
logistic,200,H1->H3 50%val,l2_29.763514416313132_liblinear,0.7970,0.8513,0.7694,0.8083,0.8891
logistic,200,H1->H3 50%test,l2_29.763514416313132_liblinear,0.7882,0.8489,0.7530,0.7981,0.8771
logistic,200,H1->H5 50%val,l2_4.281332398719396_liblinear,0.8493,0.9146,0.8333,0.8721,0.9312
logistic,200,H1->H5 50%test,l2_4.281332398719396_liblinear,0.7755,0.8701,0.7444,0.8024,0.8788
logistic,200,H3->H1 50%val,l2_4.281332398719396_liblinear,0.7466,0.7160,0.6409,0.6764,0.8036
logistic,200,H3->H1 50%test,l2_4.281332398719396_liblinear,0.7260,0.7075,0.5746,0.6341,0.7456
logistic,200,H3->H5 50%val,l2_0.08858667904100823_liblinear,0.8767,0.8750,0.9333,0.9032,0.9367
logistic,200,H3->H5 50%test,l2_0.08858667904100823_liblinear,0.7959,0.8409,0.8222,0.8315,0.8832
logistic,200,H5->H1 50%val,l2_29.763514416313132_saga,0.7283,0.7348,0.5359,0.6198,0.7648
logistic,200,H5->H1 50%test,l2_29.763514416313132_saga,0.6826,0.6667,0.4641,0.5472,0.7246
logistic,200,H5->H3 50%val,l2_78.47599703514607_saga,0.7629,0.7663,0.8254,0.7948,0.8442
logistic,200,H5->H3 50%test,l2_78.47599703514607_saga,0.7520,0.7607,0.8083,0.7838,0.8355
logistic,200,H3H5->H1 50%val,l1_1.623776739188721_liblinear,0.7466,0.7244,0.6243,0.6706,0.8052
logistic,200,H3H5->H1 50%test,l1_1.623776739188721_liblinear,0.7123,0.6950,0.5414,0.6087,0.7461
logistic,200,H1H5->H3 50%val,l1_0.23357214690901212_saga,0.8019,0.8301,0.8096,0.8197,0.8905
logistic,200,H1H5->H3 50%test,l1_0.23357214690901212_saga,0.7938,0.8297,0.7916,0.8102,0.8787
logistic,200,H1H3->H5 50%val,l2_0.08858667904100823_liblinear,0.8904,0.8936,0.9333,0.9130,0.9367
logistic,200,H1H3->H5 50%test,l2_0.08858667904100823_liblinear,0.7959,0.8488,0.8111,0.8295,0.8832
logistic,205,H1->self,,0.6974,0.6366,0.6266,0.6283,0.7605
logistic,205,H3->self,,0.7961,0.8439,0.7771,0.8091,0.8812
logistic,205,H5->self,,0.8223,0.8891,0.8167,0.8469,0.9208
logistic,205,H1->H3 50%val,l2_29.763514416313132_liblinear,0.7967,0.8453,0.7767,0.8096,0.8868
logistic,205,H1->H3 50%test,l2_29.763514416313132_liblinear,0.7884,0.8430,0.7612,0.8000,0.8746
logistic,205,H1->H5 50%val,l2_4.281332398719396_liblinear,0.8425,0.9036,0.8333,0.8671,0.9361
logistic,205,H1->H5 50%test,l2_4.281332398719396_liblinear,0.7755,0.8519,0.7667,0.8070,0.8762
logistic,205,H3->H1 50%val,l2_11.288378916846883_liblinear,0.7466,0.7244,0.6243,0.6706,0.8033
logistic,205,H3->H1 50%test,l2_11.288378916846883_liblinear,0.7237,0.7055,0.5691,0.6300,0.7446
logistic,205,H3->H5 50%val,l2_0.23357214690901212_saga,0.8904,0.9022,0.9222,0.9121,0.9385
logistic,205,H3->H5 50%test,l2_0.23357214690901212_saga,0.7891,0.8471,0.8000,0.8229,0.8797
logistic,205,H5->H1 50%val,l2_11.288378916846883_saga,0.7306,0.7442,0.5304,0.6194,0.7641
logistic,205,H5->H1 50%test,l2_11.288378916846883_saga,0.6849,0.6807,0.4475,0.5400,0.7253
logistic,205,H5->H3 50%val,l1_11.288378916846883_liblinear,0.7753,0.7827,0.8250,0.8033,0.8537
logistic,205,H5->H3 50%test,l1_11.288378916846883_liblinear,0.7631,0.7783,0.8026,0.7902,0.8437
logistic,205,H3H5->H1 50%val,l1_0.615848211066026_liblinear,0.7420,0.7099,0.6354,0.6706,0.8025
logistic,205,H3H5->H1 50%test,l1_0.615848211066026_liblinear,0.7192,0.6933,0.5746,0.6284,0.7431
logistic,205,H1H5->H3 50%val,l1_0.23357214690901212_liblinear,0.8031,0.8256,0.8189,0.8223,0.8874
logistic,205,H1H5->H3 50%test,l1_0.23357214690901212_liblinear,0.7929,0.8225,0.8002,0.8112,0.8752
logistic,205,H1H3->H5 50%val,l2_0.08858667904100823_saga,0.8904,0.8936,0.9333,0.9130,0.9399
logistic,205,H1H3->H5 50%test,l2_0.08858667904100823_saga,0.7959,0.8488,0.8111,0.8295,0.8811
logistic,210,H1->self,,0.6951,0.6336,0.6239,0.6259,0.7606
logistic,210,H3->self,,0.7995,0.8492,0.7777,0.8117,0.8826
logistic,210,H5->self,,0.8223,0.8891,0.8167,0.8469,0.9208
logistic,210,H1->H3 50%val,l2_545.5594781168514_saga,0.8019,0.8556,0.7747,0.8131,0.8890
logistic,210,H1->H3 50%test,l2_545.5594781168514_saga,0.7904,0.8512,0.7551,0.8003,0.8799
logistic,210,H1->H5 50%val,l2_1.623776739188721_liblinear,0.8425,0.9589,0.7778,0.8589,0.9377
logistic,210,H1->H5 50%test,l2_1.623776739188721_liblinear,0.7687,0.9118,0.6889,0.7848,0.8793
logistic,210,H3->H1 50%val,l1_0.03359818286283781_liblinear,0.7466,0.7011,0.6740,0.6873,0.8050
logistic,210,H3->H1 50%test,l1_0.03359818286283781_liblinear,0.7100,0.6709,0.5856,0.6254,0.7461
logistic,210,H3->H5 50%val,l2_0.08858667904100823_saga,0.8904,0.8936,0.9333,0.9130,0.9411
logistic,210,H3->H5 50%test,l2_0.08858667904100823_saga,0.7959,0.8488,0.8111,0.8295,0.8817
logistic,210,H5->H1 50%val,l2_11.288378916846883_liblinear,0.7352,0.7481,0.5414,0.6282,0.7643
logistic,210,H5->H1 50%test,l2_11.288378916846883_liblinear,0.6826,0.6750,0.4475,0.5382,0.7250
logistic,210,H5->H3 50%val,l1_11.288378916846883_liblinear,0.7771,0.7737,0.8469,0.8087,0.8588
logistic,210,H5->H3 50%test,l1_11.288378916846883_liblinear,0.7696,0.7715,0.8323,0.8007,0.8514
logistic,210,H3H5->H1 50%val,l1_0.08858667904100823_liblinear,0.7511,0.7169,0.6575,0.6859,0.8038
logistic,210,H3H5->H1 50%test,l1_0.08858667904100823_liblinear,0.7215,0.6980,0.5746,0.6303,0.7455
logistic,210,H1H5->H3 50%val,l1_0.23357214690901212_saga,0.8067,0.8226,0.8319,0.8272,0.8882
logistic,210,H1H5->H3 50%test,l1_0.23357214690901212_saga,0.7963,0.8171,0.8164,0.8167,0.8789
logistic,210,H1H3->H5 50%val,l2_0.08858667904100823_liblinear,0.8973,0.9032,0.9333,0.9180,0.9413
logistic,210,H1H3->H5 50%test,l2_0.08858667904100823_liblinear,0.7891,0.8471,0.8000,0.8229,0.8815
logistic,215,H1->self,,0.6849,0.6191,0.6156,0.6149,0.7422
logistic,215,H3->self,,0.7928,0.8385,0.7773,0.8067,0.8815
logistic,215,H5->self,,0.8223,0.8891,0.8167,0.8469,0.9208
logistic,215,H1->H3 50%val,l1_0.615848211066026_liblinear,0.7990,0.8712,0.7495,0.8058,0.8867
logistic,215,H1->H3 50%test,l1_0.615848211066026_liblinear,0.7888,0.8617,0.7388,0.7955,0.8768
logistic,215,H1->H5 50%val,l2_4.281332398719396_liblinear,0.8288,0.9012,0.8111,0.8538,0.9361
logistic,215,H1->H5 50%test,l2_4.281332398719396_liblinear,0.7823,0.9028,0.7222,0.8025,0.8788
logistic,215,H3->H1 50%val,l1_0.03359818286283781_liblinear,0.7260,0.6685,0.6685,0.6685,0.7835
logistic,215,H3->H1 50%test,l1_0.03359818286283781_liblinear,0.6941,0.6442,0.5801,0.6105,0.7296
logistic,215,H3->H5 50%val,l2_0.08858667904100823_liblinear,0.8973,0.9032,0.9333,0.9180,0.9413
logistic,215,H3->H5 50%test,l2_0.08858667904100823_liblinear,0.7959,0.8488,0.8111,0.8295,0.8817
logistic,215,H5->H1 50%val,l2_11.288378916846883_liblinear,0.7055,0.6781,0.5470,0.6055,0.7418
logistic,215,H5->H1 50%test,l2_11.288378916846883_liblinear,0.6804,0.6614,0.4641,0.5455,0.7103
logistic,215,H5->H3 50%val,l1_11.288378916846883_liblinear,0.7753,0.7683,0.8534,0.8086,0.8583
logistic,215,H5->H3 50%test,l1_11.288378916846883_liblinear,0.7701,0.7651,0.8465,0.8037,0.8512
logistic,215,H3H5->H1 50%val,l1_0.03359818286283781_saga,0.7260,0.6685,0.6685,0.6685,0.7835
logistic,215,H3H5->H1 50%test,l1_0.03359818286283781_saga,0.6963,0.6463,0.5856,0.6145,0.7296
logistic,215,H1H5->H3 50%val,l1_0.23357214690901212_saga,0.8006,0.8193,0.8230,0.8211,0.8866
logistic,215,H1H5->H3 50%test,l1_0.23357214690901212_saga,0.7902,0.8099,0.8136,0.8118,0.8777
logistic,215,H1H3->H5 50%val,l2_0.08858667904100823_liblinear,0.8904,0.9022,0.9222,0.9121,0.9413
logistic,215,H1H3->H5 50%test,l2_0.08858667904100823_liblinear,0.7891,0.8471,0.8000,0.8229,0.8821
logistic,220,H1->self,,0.6860,0.6211,0.6129,0.6148,0.7472
logistic,220,H3->self,,0.7893,0.8355,0.7734,0.8032,0.8775
logistic,220,H5->self,,0.8189,0.8891,0.8111,0.8438,0.9134
logistic,220,H1->H3 50%val,l1_4.281332398719396_liblinear,0.7945,0.8544,0.7600,0.8045,0.8822
logistic,220,H1->H3 50%test,l1_4.281332398719396_liblinear,0.7839,0.8438,0.7502,0.7942,0.8728
logistic,220,H1->H5 50%val,l2_4.281332398719396_saga,0.8151,0.8987,0.7889,0.8402,0.9190
logistic,220,H1->H5 50%test,l2_4.281332398719396_saga,0.7755,0.9014,0.7111,0.7950,0.8674
logistic,220,H3->H1 50%val,l1_0.03359818286283781_liblinear,0.7329,0.6667,0.7072,0.6863,0.7831
logistic,220,H3->H1 50%test,l1_0.03359818286283781_liblinear,0.6895,0.6271,0.6133,0.6201,0.7439
logistic,220,H3->H5 50%val,l2_0.08858667904100823_liblinear,0.8836,0.8842,0.9333,0.9081,0.9276
logistic,220,H3->H5 50%test,l2_0.08858667904100823_liblinear,0.7823,0.8295,0.8111,0.8202,0.8721
logistic,220,H5->H1 50%val,l2_11.288378916846883_saga,0.6895,0.6573,0.5193,0.5802,0.7387
logistic,220,H5->H1 50%test,l2_11.288378916846883_saga,0.6826,0.6721,0.4530,0.5413,0.7148
logistic,220,H5->H3 50%val,l2_29.763514416313132_saga,0.7588,0.7567,0.8348,0.7938,0.8431
logistic,220,H5->H3 50%test,l2_29.763514416313132_saga,0.7543,0.7569,0.8221,0.7882,0.8369
logistic,220,H3H5->H1 50%val,l1_0.03359818286283781_liblinear,0.7306,0.6632,0.7072,0.6845,0.7831
logistic,220,H3H5->H1 50%test,l1_0.03359818286283781_liblinear,0.6941,0.6313,0.6243,0.6278,0.7439
logistic,220,H1H5->H3 50%val,l1_0.23357214690901212_liblinear,0.7925,0.8148,0.8112,0.8130,0.8825
logistic,220,H1H5->H3 50%test,l1_0.23357214690901212_liblinear,0.7882,0.8113,0.8067,0.8090,0.8742
logistic,220,H1H3->H5 50%val,l2_0.08858667904100823_liblinear,0.8767,0.8830,0.9222,0.9022,0.9278
logistic,220,H1H3->H5 50%test,l2_0.08858667904100823_liblinear,0.7823,0.8372,0.8000,0.8182,0.8725
logistic,225,H1->self,,0.6860,0.6203,0.6157,0.6156,0.7437
logistic,225,H3->self,,0.7887,0.8347,0.7734,0.8028,0.8772
logistic,225,H5->self,,0.8224,0.8901,0.8167,0.8471,0.9130
logistic,225,H1->H3 50%val,l1_1.623776739188721_liblinear,0.7943,0.8616,0.7507,0.8023,0.8823
logistic,225,H1->H3 50%test,l1_1.623776739188721_liblinear,0.7848,0.8521,0.7417,0.7931,0.8725
logistic,225,H1->H5 50%val,l2_4.281332398719396_liblinear,0.8082,0.8974,0.7778,0.8333,0.9192
logistic,225,H1->H5 50%test,l2_4.281332398719396_liblinear,0.7687,0.9000,0.7000,0.7875,0.8612
logistic,225,H3->H1 50%val,l1_0.08858667904100823_liblinear,0.7352,0.6816,0.6740,0.6778,0.7811
logistic,225,H3->H1 50%test,l1_0.08858667904100823_liblinear,0.7146,0.6707,0.6077,0.6377,0.7416
logistic,225,H3->H5 50%val,l2_0.08858667904100823_liblinear,0.8836,0.8842,0.9333,0.9081,0.9298
logistic,225,H3->H5 50%test,l2_0.08858667904100823_liblinear,0.7823,0.8295,0.8111,0.8202,0.8665
logistic,225,H5->H1 50%val,l2_11.288378916846883_liblinear,0.6872,0.6467,0.5359,0.5861,0.7332
logistic,225,H5->H1 50%test,l2_11.288378916846883_liblinear,0.6826,0.6721,0.4530,0.5413,0.7094
logistic,225,H5->H3 50%val,l2_11.288378916846883_saga,0.7575,0.7476,0.8514,0.7961,0.8450
logistic,225,H5->H3 50%test,l2_11.288378916846883_saga,0.7495,0.7436,0.8387,0.7883,0.8387
logistic,225,H3H5->H1 50%val,l1_0.03359818286283781_saga,0.7283,0.6598,0.7072,0.6827,0.7817
logistic,225,H3H5->H1 50%test,l1_0.03359818286283781_saga,0.6895,0.6257,0.6188,0.6222,0.7431
logistic,225,H1H5->H3 50%val,l1_0.23357214690901212_liblinear,0.7934,0.8212,0.8035,0.8122,0.8831
logistic,225,H1H5->H3 50%test,l1_0.23357214690901212_liblinear,0.7882,0.8154,0.8002,0.8077,0.8746
logistic,225,H1H3->H5 50%val,l2_0.08858667904100823_liblinear,0.8836,0.8842,0.9333,0.9081,0.9302
logistic,225,H1H3->H5 50%test,l2_0.08858667904100823_liblinear,0.7755,0.8276,0.8000,0.8136,0.8665
logistic,230,H1->self,,0.6735,0.6037,0.6158,0.6069,0.7348
logistic,230,H3->self,,0.7878,0.8348,0.7712,0.8017,0.8750
logistic,230,H5->self,,0.8086,0.8791,0.8056,0.8357,0.9095
logistic,230,H1->H3 50%val,l1_1.623776739188721_saga,0.7868,0.8625,0.7337,0.7929,0.8801
logistic,230,H1->H3 50%test,l1_1.623776739188721_saga,0.7780,0.8564,0.7218,0.7833,0.8714
logistic,230,H1->H5 50%val,l2_4.281332398719396_liblinear,0.8014,0.8961,0.7667,0.8263,0.9192
logistic,230,H1->H5 50%test,l2_4.281332398719396_liblinear,0.7687,0.9000,0.7000,0.7875,0.8614
logistic,230,H3->H1 50%val,l1_0.08858667904100823_saga,0.7192,0.6576,0.6685,0.6630,0.7698
logistic,230,H3->H1 50%test,l1_0.08858667904100823_saga,0.6918,0.6337,0.6022,0.6176,0.7315
logistic,230,H3->H5 50%val,l2_0.08858667904100823_liblinear,0.8767,0.8750,0.9333,0.9032,0.9274
logistic,230,H3->H5 50%test,l2_0.08858667904100823_liblinear,0.7823,0.8295,0.8111,0.8202,0.8682
logistic,230,H5->H1 50%val,l2_3792.690190732246_liblinear,0.6986,0.7168,0.4475,0.5510,0.7168
logistic,230,H5->H1 50%test,l2_3792.690190732246_liblinear,0.6712,0.6907,0.3702,0.4820,0.6801
logistic,230,H5->H3 50%val,l2_29.763514416313132_liblinear,0.7611,0.7601,0.8335,0.7951,0.8417
logistic,230,H5->H3 50%test,l2_29.763514416313132_liblinear,0.7545,0.7584,0.8197,0.7878,0.8366
logistic,230,H3H5->H1 50%val,l1_0.03359818286283781_liblinear,0.7192,0.6408,0.7293,0.6822,0.7699
logistic,230,H3H5->H1 50%test,l1_0.03359818286283781_liblinear,0.6826,0.6105,0.6409,0.6253,0.7325
logistic,230,H1H5->H3 50%val,l1_0.23357214690901212_saga,0.7907,0.8158,0.8055,0.8106,0.8775
logistic,230,H1H5->H3 50%test,l1_0.23357214690901212_saga,0.7882,0.8159,0.7994,0.8076,0.8708
logistic,230,H1H3->H5 50%val,l2_0.08858667904100823_liblinear,0.8699,0.8817,0.9111,0.8962,0.9272
logistic,230,H1H3->H5 50%test,l2_0.08858667904100823_liblinear,0.7823,0.8372,0.8000,0.8182,0.8680
logistic,235,H1->self,,0.6792,0.6188,0.5964,0.6038,0.7277
logistic,235,H3->self,,0.7855,0.8301,0.7724,0.8001,0.8734
logistic,235,H5->self,,0.8120,0.8904,0.8000,0.8372,0.9077
logistic,235,H1->H3 50%val,l1_4.281332398719396_liblinear,0.7888,0.8642,0.7361,0.7950,0.8791
logistic,235,H1->H3 50%test,l1_4.281332398719396_liblinear,0.7764,0.8566,0.7181,0.7813,0.8697
logistic,235,H1->H5 50%val,l2_4.281332398719396_saga,0.7808,0.9028,0.7222,0.8025,0.9153
logistic,235,H1->H5 50%test,l2_4.281332398719396_saga,0.6735,0.8889,0.5333,0.6667,0.8614
logistic,235,H3->H1 50%val,l1_0.03359818286283781_liblinear,0.7192,0.6495,0.6961,0.6720,0.7672
logistic,235,H3->H1 50%test,l1_0.03359818286283781_liblinear,0.6941,0.6257,0.6464,0.6359,0.7280
logistic,235,H3->H5 50%val,l2_0.08858667904100823_saga,0.8836,0.8842,0.9333,0.9081,0.9258
logistic,235,H3->H5 50%test,l2_0.08858667904100823_saga,0.7755,0.8202,0.8111,0.8156,0.8643
logistic,235,H5->H1 50%val,l2_10000.0_liblinear,0.6941,0.7043,0.4475,0.5473,0.7155
logistic,235,H5->H1 50%test,l2_10000.0_liblinear,0.6644,0.6604,0.3867,0.4878,0.6742
logistic,235,H5->H3 50%val,l2_78.47599703514607_saga,0.7626,0.7658,0.8258,0.7947,0.8392
logistic,235,H5->H3 50%test,l2_78.47599703514607_saga,0.7538,0.7614,0.8115,0.7857,0.8339
logistic,235,H3H5->H1 50%val,l1_0.03359818286283781_saga,0.7192,0.6495,0.6961,0.6720,0.7672
logistic,235,H3H5->H1 50%test,l1_0.03359818286283781_saga,0.6941,0.6257,0.6464,0.6359,0.7280
logistic,235,H1H5->H3 50%val,l1_0.23357214690901212_liblinear,0.7891,0.8166,0.8006,0.8085,0.8765
logistic,235,H1H5->H3 50%test,l1_0.23357214690901212_liblinear,0.7814,0.8128,0.7884,0.8004,0.8689
logistic,235,H1H3->H5 50%val,l2_0.08858667904100823_liblinear,0.8699,0.8817,0.9111,0.8962,0.9258
logistic,235,H1H3->H5 50%test,l2_0.08858667904100823_liblinear,0.7823,0.8372,0.8000,0.8182,0.8645
logistic,240,H1->self,,0.6815,0.6215,0.5936,0.6037,0.7291
logistic,240,H3->self,,0.7856,0.8315,0.7708,0.7999,0.8732
logistic,240,H5->self,,0.8291,0.8957,0.8222,0.8524,0.9095
logistic,240,H1->H3 50%val,l1_4.281332398719396_liblinear,0.7882,0.8605,0.7389,0.7951,0.8790
logistic,240,H1->H3 50%test,l1_4.281332398719396_liblinear,0.7764,0.8545,0.7206,0.7818,0.8697
logistic,240,H1->H5 50%val,l2_4.281332398719396_liblinear,0.7877,0.9041,0.7333,0.8098,0.9167
logistic,240,H1->H5 50%test,l2_4.281332398719396_liblinear,0.6871,0.8929,0.5556,0.6849,0.8637
logistic,240,H3->H1 50%val,l1_0.03359818286283781_saga,0.7215,0.6545,0.6906,0.6720,0.7696
logistic,240,H3->H1 50%test,l1_0.03359818286283781_saga,0.6872,0.6209,0.6243,0.6226,0.7294
logistic,240,H3->H5 50%val,l2_0.08858667904100823_liblinear,0.8767,0.8750,0.9333,0.9032,0.9266
logistic,240,H3->H5 50%test,l2_0.08858667904100823_liblinear,0.7755,0.8202,0.8111,0.8156,0.8686
logistic,240,H5->H1 50%val,l1_545.5594781168514_liblinear,0.7055,0.7203,0.4696,0.5686,0.7225
logistic,240,H5->H1 50%test,l1_545.5594781168514_liblinear,0.6598,0.6509,0.3812,0.4808,0.6785
logistic,240,H5->H3 50%val,l2_78.47599703514607_saga,0.7620,0.7638,0.8283,0.7947,0.8413
logistic,240,H5->H3 50%test,l2_78.47599703514607_saga,0.7507,0.7543,0.8180,0.7849,0.8360
logistic,240,H3H5->H1 50%val,l1_0.03359818286283781_liblinear,0.7169,0.6462,0.6961,0.6702,0.7696
logistic,240,H3H5->H1 50%test,l1_0.03359818286283781_liblinear,0.6918,0.6223,0.6464,0.6341,0.7294
logistic,240,H1H5->H3 50%val,l1_0.23357214690901212_saga,0.7902,0.8212,0.7962,0.8085,0.8777
logistic,240,H1H5->H3 50%test,l1_0.23357214690901212_saga,0.7841,0.8183,0.7864,0.8020,0.8702
logistic,240,H1H3->H5 50%val,l2_0.08858667904100823_saga,0.8630,0.8723,0.9111,0.8913,0.9272
logistic,240,H1H3->H5 50%test,l2_0.08858667904100823_saga,0.7891,0.8471,0.8000,0.8229,0.8686
logistic,245,H1->self,,0.6712,0.6009,0.6102,0.6028,0.7258
logistic,245,H3->self,,0.7832,0.8284,0.7697,0.7979,0.8704
logistic,245,H5->self,,0.8291,0.8957,0.8222,0.8524,0.9095
logistic,245,H1->H3 50%val,l1_4.281332398719396_liblinear,0.7782,0.8657,0.7117,0.7812,0.8767
logistic,245,H1->H3 50%test,l1_4.281332398719396_liblinear,0.7678,0.8589,0.6970,0.7695,0.8671
logistic,245,H1->H5 50%val,l2_4.281332398719396_liblinear,0.7466,0.9206,0.6444,0.7582,0.9157
logistic,245,H1->H5 50%test,l2_4.281332398719396_liblinear,0.6599,0.8846,0.5111,0.6479,0.8637
logistic,245,H3->H1 50%val,l1_0.03359818286283781_saga,0.7100,0.6274,0.7348,0.6768,0.7690
logistic,245,H3->H1 50%test,l1_0.03359818286283781_saga,0.6712,0.5911,0.6630,0.6250,0.7215
logistic,245,H3->H5 50%val,l2_0.08858667904100823_saga,0.8767,0.8750,0.9333,0.9032,0.9266
logistic,245,H3->H5 50%test,l2_0.08858667904100823_saga,0.7755,0.8202,0.8111,0.8156,0.8688
logistic,245,H5->H1 50%val,l1_545.5594781168514_liblinear,0.7055,0.7097,0.4862,0.5770,0.7213
logistic,245,H5->H1 50%test,l1_545.5594781168514_liblinear,0.6575,0.6325,0.4088,0.4966,0.6731
logistic,245,H5->H3 50%val,l1_29.763514416313132_liblinear,0.7602,0.7611,0.8291,0.7936,0.8340
logistic,245,H5->H3 50%test,l1_29.763514416313132_liblinear,0.7475,0.7538,0.8107,0.7812,0.8302
logistic,245,H3H5->H1 50%val,l1_0.03359818286283781_saga,0.7100,0.6274,0.7348,0.6768,0.7690
logistic,245,H3H5->H1 50%test,l1_0.03359818286283781_saga,0.6712,0.5911,0.6630,0.6250,0.7215
logistic,245,H1H5->H3 50%val,l1_0.23357214690901212_liblinear,0.7868,0.8195,0.7909,0.8050,0.8741
logistic,245,H1H5->H3 50%test,l1_0.23357214690901212_liblinear,0.7812,0.8183,0.7794,0.7984,0.8665
logistic,245,H1H3->H5 50%val,l2_0.08858667904100823_saga,0.8630,0.8723,0.9111,0.8913,0.9270
